MagpieData mean MendeleevNumber,frac p valence electrons,MagpieData mean NpValence,temperature_K,frac s valence electrons,MagpieData maximum MeltingT,MagpieData mean NpUnfilled,MagpieData range MeltingT,MagpieData avg_dev NUnfilled,MagpieData avg_dev NpValence,dopant_host_charge_mismatch,dopant_host_radius_mismatch,target_value
82.4375,0.1889559965487489,2.7375,300.0,0.1207937877480586,1234.93,1.7625,729.8500000000001,0.51875,1.3871875,1.0,0.07,140.0
82.34413965087282,0.1896640826873384,2.7456359102244385,500.0,0.1209302325581395,1234.93,1.743142144638404,512.2700000000001,0.5698845156435596,1.3830884136292687,0.0,0.2499999999999999,254.99999999999997
82.3425,0.1884934346924671,2.7275,300.0,0.1204215618521078,1357.77,1.7275,635.11,0.507275,1.4046625,1.0,0.03,254.0
83.79375,0.1905983613341058,2.87875,300.0,0.1241413556236034,1234.93,2.3712500000000003,969.13,0.8778125000000001,1.1590625,1.0,0.2499999999999997,74.0
82.2975,0.1886890349360083,2.7275,298.0,0.1210653753026634,1768.0,1.7275,1045.34,0.5,1.4046625,0.0,0.15,80.0
82.5,0.1896551724137931,2.75,300.0,0.1206896551724138,1234.93,1.75,512.2700000000001,0.5,1.375,0.0,0.2699999999999999,164.0
82.8375,0.1912521440823327,2.7874999999999996,750.0,0.1226415094339622,1234.93,1.9375,729.8500000000001,0.6387499999999999,1.3028125000000004,1.0,0.4600000000000001,150.0
82.0625,0.1896551724137931,2.75,500.0,0.1206896551724138,1234.93,1.75,740.9300000000001,0.5,1.375,0.0,0.2299999999999997,549.9999999999999
76.02439024390245,0.1812191103789126,2.682926829268293,300.0,0.1169686985172981,1234.93,1.707317073170732,864.0600000000001,0.5234979179060084,1.439619274241523,0.0,0.1300000000000001,-250.0
82.42500000000001,0.1888160165688643,2.735,300.0,0.1208146358301691,1234.93,1.735,640.71,0.5123500000000001,1.39485,1.0,0.19,260.0
81.88557213930349,0.1883161512027491,2.726368159203981,323.0,0.1209621993127147,1234.93,1.7213930348258708,740.9300000000001,0.5218682705873617,1.41065815202594,1.0,0.19,239.99999999999997
82.4625,0.1896551724137931,2.75,300.0,0.1206896551724138,1234.93,1.75,740.9300000000001,0.5,1.375,0.0,0.2299999999999997,199.99999999999997
82.3425,0.1899827288428325,2.75,300.0,0.1208981001727115,1234.93,1.75,864.0600000000001,0.5,1.375,0.0,0.1300000000000001,265.0
84.9,0.1439024390243902,2.95,300.0,0.0951219512195122,1234.93,2.75,634.32,0.98,1.0550000000000002,1.0,0.04,-295.2
82.415,0.1894700381018358,2.735,573.0,0.1212331139591271,1234.93,1.735,512.2700000000001,0.5123500000000001,1.39485,1.0,0.04,186.0
83.5576923076923,0.1980392156862745,2.9134615384615388,300.0,0.1222222222222222,1234.93,1.875,512.2700000000001,0.5147928994082841,1.17659023668639,0.0,0.0,294.99999999999994
82.55796370967741,0.1899204612552533,2.756048387096774,300.0,0.1209753047827446,1234.93,1.7772177419354838,729.8500000000001,0.5212465855879294,1.3657546663631634,1.0,0.07,156.0
82.5,0.1896551724137931,2.75,300.0,0.1206896551724138,1234.93,1.75,512.2700000000001,0.5,1.375,1.0,0.03,330.0
82.415,0.1894700381018358,2.735,300.0,0.1212331139591271,1234.93,1.735,512.2700000000001,0.5123500000000001,1.39485,1.0,0.04,260.0
82.34,0.1879751209398756,2.72,300.0,0.1209398756046993,1234.93,1.72,542.2500000000001,0.5244000000000001,1.4144,1.0,0.02,235.0
82.25,0.1891891891891891,2.7125,300.0,0.1220575414123801,1234.93,1.7125,740.9300000000001,0.5303125000000001,1.4240625000000002,1.0,0.04,190.69999999999996
